age,sex,decile_score,priors_count,days_in_jail,c_days_from_compas,is_violent_recid,v_decile_score,protected_attribute,Class
1.1378851896315119,-2.115208602015842,1.3484241282724587,3.1305935596780885,-0.060715600348691105,-0.1553803193633418,-0.2900876544110191,0.7410165354637944,0,1
0.8784552320667243,0.47276660989699876,-1.380047075861353,-0.7661330481608044,-0.3591685723565975,-0.1553803193633418,-0.2900876544110191,-1.170374858452289,1,0
-0.24574125071402203,0.47276660989699876,1.0073652277557321,-0.023899408572443843,-0.015947654547505144,-0.1553803193633418,3.447233912902481,-0.4058183008858556,0,1
-1.1105077759299806,0.47276660989699876,1.689483028789185,-0.39501622836662414,0.02882029125368082,-0.15906878226101248,-0.2900876544110191,1.5055730930302278,1,1
0.10016535937236144,-2.115208602015842,-0.6979292748279001,-0.7661330481608044,-0.3591685723565975,-0.1553803193633418,-0.2900876544110191,-0.7880965796690723,0,1
0.9649318845883201,0.47276660989699876,-1.380047075861353,1.6461262805013674,-0.3740912209569928,-0.1553803193633418,-0.2900876544110191,-1.170374858452289,0,1
1.9161750623258746,0.47276660989699876,-1.380047075861353,-0.023899408572443843,4.87868108638216,0.4052660410826024,-0.2900876544110191,-1.170374858452289,0,0
-0.6781245133220014,0.47276660989699876,0.6663063272390057,0.9038926409130068,-0.3591685723565975,-0.1553803193633418,3.447233912902481,0.3587382566805778,1,1
2.262081672412258,0.47276660989699876,0.3252474267222793,1.6461262805013674,-0.3442459237562022,-0.1553803193633418,-0.2900876544110191,-0.4058183008858556,0,1
-0.7646011658435973,-2.115208602015842,1.0073652277557321,-0.39501622836662414,-0.3740912209569928,-0.1553803193633418,-0.2900876544110191,1.5055730930302278,0,1
-0.5051712082788097,-2.115208602015842,0.3252474267222793,-0.39501622836662414,-0.3740912209569928,-0.14800339356800044,-0.2900876544110191,-0.7880965796690723,1,1
-1.0240311234083848,0.47276660989699876,0.6663063272390057,-0.5805746382637144,-0.3740912209569928,-0.1553803193633418,-0.2900876544110191,0.7410165354637944,0,1
0.8784552320667243,0.47276660989699876,-0.3568703743111737,-0.023899408572443843,-0.3591685723565975,-0.15906878226101248,-0.2900876544110191,-0.023540022102638895,1,0
-1.1105077759299806,0.47276660989699876,1.0073652277557321,-0.7661330481608044,-0.3740912209569928,-0.1553803193633418,-0.2900876544110191,1.8878513718134444,0,1
-0.0727879456708303,0.47276660989699876,0.6663063272390057,0.34721741122173644,2.416444067316932,0.5306737796034057,-0.2900876544110191,0.3587382566805778,0,0
